image_stem,encodings,project_group,source_category,rights_status,evidence_ref,note,recorded_date
images/projects/klus-lighting/entry-side-elevation,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/finished-break-room,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/finished-conference-room-pendant,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/finished-conference-room-wide,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/finished-illuminated-staircase,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/finished-lobby-chandelier,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/hero-front-wide,avif jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/interior-curtainwall-view,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/og-image,jpg,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/klus-lighting/side-facade-windows,jpg webp,images/projects/klus-lighting,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/lake-park-innovation/aerial-top,avif jpg webp,images/projects/lake-park-innovation,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/lake-park-innovation/building-c,avif jpg webp,images/projects/lake-park-innovation,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/lake-park-innovation/building-lake,avif jpg webp,images/projects/lake-park-innovation,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/lake-park-innovation/hero,avif jpg webp,images/projects/lake-park-innovation,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/lucie-at-tradition,jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/lucie-at-tradition-clubhouse,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/lucie-at-tradition-interior,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/medley-business-park/aerial-top,jpg webp,images/projects/medley-business-park,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/medley-business-park/hero,avif jpg webp,images/projects/medley-business-park,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/medley-business-park/storefront-detail,jpg webp,images/projects/medley-business-park,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/medley-business-park/street-view,avif jpg webp,images/projects/medley-business-park,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ocean-prime-2400,avif webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ocean-prime-ft-lauderdale,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ocean-prime-ft-lauderdale/ocean-prime-ftl-interior-dining,avif jpg webp,images/projects/ocean-prime-ft-lauderdale,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ocean-prime-ft-lauderdale/ocean-prime-ftl-marina-aerial,avif jpg webp,images/projects/ocean-prime-ft-lauderdale,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ocean-prime-ft-lauderdale/ocean-prime-ftl-twilight-exterior,avif jpg webp,images/projects/ocean-prime-ft-lauderdale,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/ocean-prime-mobile,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/aerial-golf-course,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/brochure-clubhouse-glazing,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/brochure-clubhouse-hero,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/brochure-interior,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/brochure-pool,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/clubhouse-rendering-2026-04,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/construction-aerial-clubhouse-overview,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/construction-aerial-flag-day,jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/construction-aerial-golf-course-view,jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/exterior-construction,jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/exterior-scaffolding,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/interior-framing,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/interior-glass-staging,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/rendering,avif jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/panther-national/rielly-walkthrough,jpg webp,images/projects/panther-national,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/pointe-palm-bay/aerial-campus,avif jpg webp,images/projects/pointe-palm-bay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/pointe-palm-bay/building-elevation,jpg webp,images/projects/pointe-palm-bay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/pointe-palm-bay/hero-clubhouse,jpg webp,images/projects/pointe-palm-bay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/pointe-palm-bay/pool-view,jpg webp,images/projects/pointe-palm-bay,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/prestige-marble/hero,avif jpg webp,images/projects/prestige-marble,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/prestige-marble/showroom-interior,jpg webp,images/projects/prestige-marble,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/project-lift/aerial,avif jpg webp,images/projects/project-lift,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/project-lift/glass-door,avif jpg webp,images/projects/project-lift,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/project-lift/hero-front,avif jpg webp,images/projects/project-lift,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/dining-sliders,avif jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/foyer-interior,avif jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/hero-exterior,avif jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/leasing-office,avif jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/pool-elevation,jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/savannas-ridge-entrance-sign,jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/savannas-ridge-interior-kitchen,jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/savannas-ridge-clubhouse/savannas-ridge-interior-living,jpg webp,images/projects/savannas-ridge-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/shoppes-westlake-point,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/siena-lakes-naples,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/sroa-vero-beach/aerial-front,jpg webp,images/projects/sroa-vero-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/sroa-vero-beach/aerial-wide,avif jpg webp,images/projects/sroa-vero-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/sroa-vero-beach/hero-entrance,avif jpg webp,images/projects/sroa-vero-beach,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/stayapt-lafayette/hero,avif jpg webp,images/projects/stayapt-lafayette,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/storage-king-winter-haven/hero-storefront,avif jpg webp,images/projects/storage-king-winter-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/storage-king-winter-haven/storage-king-aerial,jpg webp,images/projects/storage-king-winter-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/storage-king-winter-haven/storage-king-exterior-entrance,avif jpg webp,images/projects/storage-king-winter-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/storage-king-winter-haven/storage-king-signage,jpg webp,images/projects/storage-king-winter-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/storage-king-winter-haven/wide-facility,jpg webp,images/projects/storage-king-winter-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/tradewinds-clubhouse/tradewinds-amenity-pool,jpg webp,images/projects/tradewinds-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/tradewinds-clubhouse/tradewinds-fitness-center,jpg webp,images/projects/tradewinds-clubhouse,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/tradewinds-hobe-sound/aerial-community,avif jpg webp,images/projects/tradewinds-hobe-sound,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/tradewinds-hobe-sound/clubhouse-entry-glass,jpg webp,images/projects/tradewinds-hobe-sound,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/tradewinds-hobe-sound/clubhouse-interior,jpg webp,images/projects/tradewinds-hobe-sound,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/turbine-technologies/aerial-top,avif jpg webp,images/projects/turbine-technologies,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/turbine-technologies/aerial-wide,avif jpg webp,images/projects/turbine-technologies,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/turbine-technologies/entrance,avif jpg webp,images/projects/turbine-technologies,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/turbine-technologies/facade-close,avif jpg webp,images/projects/turbine-technologies,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/facade-detail,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/front-elevation,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/gable-detail,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/multi-unit-progress,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/rear-progress,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/rendering-hero,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/scaffolding-progress,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/side-elevation,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/villa-lonz/window-install-detail,avif jpg webp,images/projects/villa-lonz,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wave-food-hall/hero-corner-exterior,avif jpg webp,images/projects/wave-food-hall,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wave-food-hall/interior-food-hall,avif jpg webp,images/projects/wave-food-hall,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wave-food-hall/outdoor-patio,avif jpg webp,images/projects/wave-food-hall,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wave-food-hall/street-view-atlantic-ave,avif jpg webp,images/projects/wave-food-hall,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wave-haven/hero-commercial,avif jpg webp,images/projects/wave-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wave-haven/interior,avif jpg webp,images/projects/wave-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wave-haven/townhomes,avif jpg webp,images/projects/wave-haven,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/waxins-wpb-corner,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/waxins-wpb-exterior,jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/waxins-wpb-interior,jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/westlake-hialeah/facade-end,jpg webp,images/projects/westlake-hialeah,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/westlake-hialeah/hero,avif jpg webp,images/projects/westlake-hialeah,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/westlake-hialeah/sign,avif jpg webp,images/projects/westlake-hialeah,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/westlake-hialeah/storefront-detail,avif jpg webp,images/projects/westlake-hialeah,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue-clubhouse-hero,avif jpg webp,images/projects,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-architectural-detail,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-dormer-progress,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-entry-doors,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-exterior-progress,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-front-elevation,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-hero-progress,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-interior-view,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-rear-elevation,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/projects/wild-blue/wild-blue-storefront-progress,avif jpg webp,images/projects/wild-blue,acg_shot,owned,"Connor 2026-09-09: ACG staff, ACG equipment",Project photography shot by ACG staff on ACG equipment.,2026-09-08
images/savannas-ridge,jpg webp,images,acg_shot,owned,Connor 2026-09-09: ACG staff or made in-house,Shot by ACG staff or produced in-house.,2026-09-08
images/team/connor-walsh-portrait,avif jpg webp,images/team,acg_shot,owned,Connor 2026-09-09: ACG staff or made in-house,Shot by ACG staff or produced in-house.,2026-09-08
images/team/rielly-walsh-card,jpg webp,images/team,acg_shot,owned,Connor 2026-09-09: ACG staff or made in-house,Shot by ACG staff or produced in-house.,2026-09-08
images/team/rielly-walsh-portrait,avif jpg webp,images/team,acg_shot,owned,Connor 2026-09-09: ACG staff or made in-house,Shot by ACG staff or produced in-house.,2026-09-08
images/window-wall-atlantic-fields,avif jpg webp,images,acg_shot,owned,Connor 2026-09-09: ACG staff or made in-house,Shot by ACG staff or produced in-house.,2026-09-08
